ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
985,product; research; symmetrix; emc_clariion; emc_celerra; san_administration; provisioning; emc_unisphere; x86_assembly_language; network_forensics; mobile_security; dcl; openvms,emc_srdf,,,,fsd,,,dmx; emc_storage; symcli; stk; dmp; soho; spm; flask; startups; otc; hyperlynx; reverse_engineering; malware_analysis; threat_analysis; rdb; vax; dbartisan
109649,Angularjs; Front End; NodeJS; Node JS; PHP; Web Technologies,Javascript,,,,,,,ReactJS; MVC; Ruby
68253,Channel Sales; Cross Selling; Distribution; Strategy; Process Re - engineering,Productivity Improvement,,,,,,,Revenue Enhancement; sales planning; sales strategy
57008,Ultra; HNI; FX; Client Acquisition,Trade Finance,,,,,,,Marketing
105316,Programmer; Software Engineer; Team Leader; Technical Leader,,,,,,,,
100233,Exports; cook; EMC Documentum,,,,,,,,
64542,mcitp; group policy; support; DHCP; active directory; mcse; technical support; technical services; office 365,Networking,,,,,,,DNS; ad; ccna; mcp; technical support executive; tse; server; windows; exchange; microsoft 365; technical
21209,Back End Developer; Mongo; Elastic Search; redis; Postgresql; agile,Python,,,,,,,Django; Agile Development; RoR
15125,Application Engineering Group,,,,,,,,
101256,Bootstrap; Angularjs; JQuery; MySQL; Ruby; Database Design,Web Development,,,,,,,Postgresql; Design Patterns; API
26255,operations; audit; product development; networking; business strategy; metrics,analytical,,,,,,,scorecard; problem solving; business acumen
52700,fresher; graduate; fixed shift; kalyani nagar; 12; english skills; outbound; lead generation; matriculation,B.Tech,,,,,,,B.E.; hsc; communication skills; us shift; B2B; sales; marketing; night shift; bpo; voice process; cold calling
42773,field sales; marketing; Sales Associate; Sales Strategy,,,,,,,,
34659,Hydraulics; Hydraulic; Pumps; Actuators; System Design,Power Packs,,,,,,,Hydraulic Hose; Valves
27189,General Accounting; General Ledger; Fixed Assets; R2R; Reconciliation; Balance Sheet,Ca,,,,,,,Finance; Reporting; Variance Analysis
93005,mm; pm; data analysis; data management; instrumentation; documents,idms,,,,,,,material management; data extraction; tracking
70236,Mergers; Consumer Products; Finance; Financial Modelling; Financial Analysis; Marketing,Business Valuation,,,,,,,M; Strategy; Due Diligence; acquisitions
97224,Network Troubleshooting; Security Operations Center; Security Operations Center Specialist; RHCT; Network Operations; Continuous Improvement; CEH; CCNA,Linux,,,,,,,Networking; Network Administration; Operational Support; Web Technologies; CCNP; ITIL
82730,Medical Scribing; healthcare scribing; clinical scribing; doctor scribing; Transcription,US Healthcare,,,,,,,Medical Transcription
86315,tiles; glass; building material; Project Sales; plywood,ceramics,,,,,,,paint; cement
27425,CA Finance; chartered accountant finance; c.a finance; icwa finance; Finance,Ca,,,,,,,ca inter finance
108120,devops; puppet; ansible; jenkins; aws; python; Shell Scripting; Virtualization,cd,,,,,,,ci; ConfigurationManagement; chef; ruby; Configuration Management; Cloud Computing; cm; configuration mgmt; Linux Scripting; Ubuntu
17640,tax returns; counsellortax; engagement management; tax return; engagement,client,,,,,,,technical knowledge; assistant manager
77035,java; spring,,,,,,,,
127948,Javascript; web developer; ui developer; frontend developer; css3,html,,,,,,,Angularjs; css; Html5
13191,Adobe AEM; Sling; OSGi; JCR; B Testing; Dynamic Target Manager; implementation; Adobe CQ5,A,,,,,,,Jackrabbit; Adobe Test&amp;Target; Adobe Audience Manager; dtm; architecture; design pattern; Java
45057,Javascript; MVC Architecture; Programming,,,,,,,,
102622,Senior Web Developer; AEM; XML; CQ; ERP; Application Servers; PHP; SQL,SOAP,,,,,,,Java; CRM; PRM; CSS; Web Server
88870,quality; q.a.; QA; quality assurance; testing,quality control,,,,,,,quality analyst
103821,Domestic; BPO and Call Centre and ITES; international; inbound; International BPO; Calling; customer service; voice process,ITES and KPO and Customer Service,,,,,,,BPO and KPO; BPO; Call Center; Telecalling; Operations; Domestic BPO
121168,Receptionist Activities; Front Desk; Secretarial Activities; front office; Office Assistance; receptionist,Administration,,,,,,,office assistant; MS Office; office admin
40932,travel arrangements; scheduling meetings; preparing minutes of meeting; fixing appoinments; calendar arrangements,hotel reservations,,,,,,,online ticket booking; ticket booking for domestic &amp; international; visa processing
18054,Team Leading; international non voice; international backend; chat; team leader; non voice,Call Center,,,,,,,email; team lead; operations; backend
120065,Sales Executive Activities; Field Sales,,,,,,,,
85095,Quality; Material Inspection; Production Planning; Production Officer; Manpower Handling; Production Engineering; Production,Maintenance,,,,,,,Production Supervisor; Quality Control; Manufacturing; Production Engineer
125209,Licensing; License; Volume Licensing,,,,,,,,
118925,Banking Operations; Team Development; Head Operations; Derivatives; Regulatory Reporting; Banking,Depository,,,,,,,Capital Market; Product Development; Unit Head
72290,MR; Marekting Executive; Medical Representative; Professsional sales Representative,,,,,,,,
102881,Air Conditioning; Refrigeration; People Management; Service Management,,,,,,,,
129186,Human Resource,,,,,,,,
116212,Cash Management; Cross Selling; Customer Service; Sales,,,,,,,,Banking
122923,InfoPath; Project Server; workflow; CSOM; .NET Framework; sharepoint2013; sharepoint 2013,Sharepoint Development,,,,,,,C#; JQuery; sharepoint; sharepoint2010
70344,Workforce Planning; Team Development; Creative Solutions; Business Intelligence; Capacity Planning; Performance Management,Customer Service,,,,,,,Technical Support; Data Collection; Senior Management
1314,pdh; oracle_pim; aim; gts; defect_analysis; iir; customer_master_data; siebel_escript; otn; sonet; optical_transport_network; functional_management; cloudera,mdm,,,,bfsi,,,oracle_erp; oracle_mdm; ucm; eim; pim; service_delivery_management; pci_dss; noetix; stakeholder_management; pvcs; sdh; pstn; jdsu; cdh; oracle_tca; dqm
6832,advent; black; diamond,,,,,,,,
94603,be; international markets; business; clients; marketing sales; up,sales and marketing,,,,,,,b2b marketing; sales marketing; travel sales
51642,IBM Websphere; MQ; WMB,,,,,,,,
74073,Personal Banker; nri services business; nr marketing; nr sales,,,,,,,,
114457,Solr; GIT; Front End; MySQL; Algorithms; Database Design,Postgresql,,,,,,,Javascript; Ruby; Version Control
77678,AR Operations; Medical Billing; US Healthcare; Team Leader,SME,,,,,,,assistant manager
63416,Tool Design; Heat Transfer; Design Analysis; New Product Introduction,,,,,,,,Product Development
117651,Travel and Ticketing; airline reservation; galileo; international ticketing; IATA; sabre; travel consultant; travel counselor,BPO and Call Centre,,,,,,,air ticket executive; Airline Ticketing; Amadeus; domestic ticketing; travel agent; Travel Coordinator
94208,Business Development Management; Business Expansion; New Product; Marketing; Business development,Contract Manufacturing,,,,,,,Customer Engagement; marketing planning
80862,PHP Developer; JQuery; MySQL; PHP,,,,,,,,Ajax
49168,routers; Assembling; vpn installation; Hardware Networking; network engineer; storage; Software; Network Engineering,hardware,,,,,,,Installation; lan; wan; Computer Hardware; Maintenance; Network Configuration; Troubleshooting; Win; XP; Networking
17484,Internal Audit; Internal auditor; internal lead auditor; Process Audit,,,,,,,,
50788,International BPO; Finance and Tax and Audit; finance and taxation and audit; finance and vat and audit; general journal; bank reconciliation,general entries,,,,,,,finance and tds and audit; BPO Hiring; accounts
72677,Inbound; Communication Skills; international bpo; Outbound; Calling,Customer Support,,,,,,,Voice Process; bpo; callcenter
52720,linkedin marketing; internet marketing; digital marketing,,,,,,,,
108078,Kids Wear; Nift; fashion designer; Design,Designer,,,,,,,pearl
126794,fresher; Sales; Business Development; field sales,sales executive,,,,,,,product sales
129381,IPad; Cocoa Touch; IPhone; XML; UI Kit; Objective C,cocoa,,,,,,,ios; Native Application; developer; Swift
123258,Pre; Channel Sales; Business Development; Project Sales,,,,,,,,Sales Management
28352,memcache; Cloud Computing; System Administration; windows administration; Apache,RedHat Linux,,,,,,,Linux; MySQL
74775,VTP; routers; load balancers; Networking; wireless,firewall,,,,,,,EIGRP; WAN; LAN
88194,Key Accounts; Merchant Acquiring; Region; Sales,,,,,,,,Channel Management
126074,Quality Analysis; ICD10; ICD - 10; ICD 10; M Coding; clinical coding; medical coders; EM Coding,E,,,,,,,E&amp;M Coding; E&amp;M; clinical coder; medical coder; em medical coding; CPC; medical coding
43170,Financial Analysis; Finance; Financial Analyst; Accounting processes,,,,,,,,
43367,Fire Safety; Safety Officer; Fire Officer,,,,,,,,
115254,Technical Support Engineer; Technical Support; SQL; Java,,,,,,,,Customer Service
61795,HyperMesh,,,,,,,,
106747,QlikView; MS SQL; Data Warehousing; Oracle; MSBI,Cognos,,,,,,,Data Modeling; Requirement Gathering
92656,Cin; SAP MM; SAP WM; Business Process,,,,,,,,
74926,Radiology; Radiologist; Radio Diagnosis,,,,,,,,
81857,opinions; patentability; coordinating; intermediate; product; document review,final,,,,,,,prosecution; level; personal
88368,correspondence; handling; maintaining; incoming; communication skills; office,verbal,,,,,,,pleasing personality; skill; c
57155,Infrastructure Support; SSAS; SSIS; SSRS; Production Support,Application Development,,,,,,,Cognos BI
123642,HR; Interviewing; Salary; Recruitment,,,,,,,,Head Hunting
126006,MCOM; reconcliation; ledger; r2r; invoice; accountant; finance; loan,receivable,,,,,,,record; Bcom; accounting; brs; audit; banking; payable
118568,Prospecting; US Shift; Presentation Skills; Sales; Cold Calling,Revenue Generation,,,,,,,Channel Partners; Customer Retention
4383,database; mirroring; log_shipping; clustering; microsoft_sql_server; wsh; backup_administration; red_gate; microsoft_sql_server_dba; database_security; maintenance_planning; database_migration; hcd,query_optimization,,,,dasd,,,replication; perfmon; dbcc; cpu; troubleshooting; dta; pro*c; rem; scap; scripting_language; emc_vce; data_transformation_services; production; capacity_planning; windows_clustering; microsoft_cluster_server
11164,ARIS Administrator; Windows Server Administration,,,,,,,,
30113,contract; procurement &amp; contract; sourcing &amp; contract; contracts,,,,,,,,contract management
98155,Selling; key account manager; New Business Development; Corporate Sales; business development manager,New,,,,,,,enterprise sales
82954,HR; IR Issues; Shop Floor; union handling,,,,,,,,strikes handling experience
129700,graphics; compositing; animation; website; illustration,modeling,,,,,,,maya; part time; hiring
115155,Human Resource,,,,,,,,
128268,Website Content Developer &amp; Designer,,,,,,,,
109237,C#; Winforms; Software Development; Technical Design; Product Development,C++,,,,,,,multithreading
24336,Business Development; Lead Generation; activation; brand promotion; media,advertising,,,,,,,client acquisition; promotions
30114,Stakeholder Management; Communications Manager; Dev Ops,,,,,,,,
113692,technology solution; Tech Lead; .NET; shell - scripting; Project Management,Linux,,,,,,,Unix
38048,Computer Editor; Subject Matter Expert- Computer; PGT Computer Teacher,,,,,,,,
35327,IP; NAT; DevOps; TCP; Automation,Support Engineer,,,,,,,Open Source; Python
71801,Biw; Freshers; INTERIOR; EXTERIOR; Mechanica; CATIA; PLASTICS; Sheet Metal; aero; aviation; design engineer,NTTF,,,,,,,CITD; defence; Product Design; Design Engineering; HVAC; PRO - E; UGNX; CIPET; SOLIDWORKS; Aerospace; avionics; automotive; Design
76095,Daily Production; Machine Shop; Production Planning; Mass Production; production engine machine shop; Quality Standards,crank,,,,,,,Car Manufacturing; Maintenance; Crank Shaft; cam
116794,Texture Artist - Senior,,,,,,,,
102025,Senior Software Engineer; Technical Lead,,,,,,,,
12953,back office operations; Administration; Admin Executive; Back Office; operations,back office executive,,,,,,,backend
1571,owasp; software_security; white_hat; web_application_security; coverity; certified_ethical_hacker; code_review; sans; risk_analysis; effective_communication; data-flow_analysis; physical_security; nist,security,,,,network_security,,,static_testing; threat_modeling; mobile_security; security_architecture; burp_suite; backtrack; kismet; nexpose; social_engineering; nessus; fuzz_testing; reengineering; product_development; penetration_testing; cryptography; web_qa
17954,health insurance; new business; insurance companies; sr; accounts management; client servicing,business development,,,,,,,clients; key accounts management; assistant manager
81015,php framwork; codeignitor; php developer; php programmer; php mysql; wordpress developer,wordpress,,,,,,,core; magento; web developer; php
8714,consulting; consultant; freelance(freelancing); independent; qa; audits; 21_cfr_820(may_be_8.20); is13485,quality,,,,,,,contractor(contracting); remediation; fda; 21_cfr_211; is14971; sop; pmp; prince_2; prince_ii; validation; quality_engineer_(senior)
56481,AR Executive; RCM Executive; Revenue Cycle Mangement; transaction executive; Accounts Receivable analyst; AR Analyst; US HEALTHCARE; Payment posting,denials,,,,,,,rejections; Denial Management; Accounts Receivable; Medical Billing; cash posting
37664,German Language; Design Engineering; UG; EMC Design; Software Development; Power House,Power Electronics,,,,,,,Engineering Services; Business Solutions; Business Services
24582,Design Development; Sheet Metal; Continuous Improvement; Project Management; New Product Development,Unit Head,,,,,,,Business Development
65087,ETL; Stored Procedures; Cube; Triggers; Data Modeling; SSIS,T - SQL,,,,,,,SQL Server; Performance Tuning; Database Design
75324,intermediate; oracle developer; good analytical skills; international; staffing,autosys,,,,,,,pl sql; oracle 11g
98332,Events; Major; Retention; Client Satisfaction; Business Development; Management Consulting,Personnel Administration,,,,,,,Sales; Marketing; Strategy
2218,toc; theory_of_constraints; 5s; pdca; kaizen; quality_improvement; employee_engagement; global_operations; hplc; analytical_chemistry; chromatography; c4isr; dds,lean_six_sigma,,,,sca,,,visual_control; value_stream_mapping; coe; kanban; 3d_computer_graphics; autodesk_3ds_max; autodesk_maya; texturing; 3d_modeling; animation; ftir; spectroscopy; gc; afatds; cbt; military
37437,hr; HR and Recruitment and IR; Recruitment and Staffing; hr generalist; employee relations,payroll,,,,,,,Human resource
80336,Oracle Sales Cloud - Architect; Sales Cloud architecture; web services; integration,,,,,,,,Sales Cloud
113229,Banking Operations; Investment Banking; change of management; Team Leader,Assets Management,,,,,,,Operations
66000,Advanced Excel; MS Office; MIS; Formulas; Power Point Presentation,MS Access,,,,,,,Powerpoint; Communication Skills; Analytical Ability
82180,General Ledger; Expenses; Cash Management; Accounting; Asset Management; Contract Management,PeopleSoft Finance,,,,,,,Accounts Payable; Business Process; Application Development
61287,JSON; Phonegap; Ionic; HTML; MySQL; Mobile Application Development,PHP,,,,,,,JQuery; CSS; Apache Tomcat
102486,User Experience; Interaction Design; Information Architecture; IOS; Android; User Interface Designing,UX,,,,,,,Mobile Applications; Usability Testing; Visual Design
22644,Budgeting; Financial Planning; Variance Analysis; ICWA; Feasibility Studies,Financial Analysis,,,,,,,Ca; FP&amp;A; Financial Reporting
31129,development; graphic designing; conceptualization; photoshop; twitter; multimedia,facebook,,,,,,,corel draw; animation; javascript
47168,Visa Filing; visa counselor; immigration counselor,,,,,,,,
103885,IPS; IDS; Dragon HIDS; Sygate; Networking; troubleshooting,IBM RealSecure,,,,,,,Blackice; Network Security; SOC
83925,Problem Management; Incident Management; ITIL; Service Management; Problem Resolution; Client Servicing,Root Cause Analysis,,,,,,,IT Services; Strong Communication Skills; Trend Analysis
83198,layout; bom; analog; inverter; electronics design; power supply,circuits,,,,,,,be; power electronics; circuit design
99266,shared services; ifrs; assertive; isa; assurance; us gaap,coaching,,,,,,,bpo; audit; onshore
69554,software development; quality assurance; data structures; database design; schema,monitoring,,,,,,,data analysis
95867,manager; mumbai; field management; sales; marketing,business development,,,,,,,pharma; pharma formulation; brand management
108163,Device Drivers; radio connectivity technologies; libraries; systems on chips; THREAD; iMX Processors; Embedded Software; Design Development,Zigbee Pro,,,,,,,BLE; DDB; GDB; Bsp; Bluetooth; Zigbee; Wifi 11; firmware development
123568,Hr Mba; Screening; End to End Recruitment; IT Recruitment; Sourcing; Recruitment,Hiring,,,,,,,Staffing; IT Recruiter; Technical Recruiter
16049,Area Sales Management; Marketing Programs; Appoint; Region; Distributor Handling,Btl,,,,,,,Promotions; Sales Planning; Campaigns
10386,Bapi; Smartforms; Alv; Abap Objects; Dialog Programming; Service Delivery,RFC,,,,,,,User Exits; SAP ABAP; Service Quality
91658,Digital Sales; Digital Marketing; Channel Sales; Sales Strategy; Business Planning,Sales Forecasting,,,,,,,Product Launch; o Sales Operations; Channel management
99671,Swing; AWT; Core Java; Application Development,,,,,,,,UI Development
40228,Hardware; Fortigate; Communication Skills; Networking,Network Management,,,,,,,Windows
12812,Follow Ups; Vehicle; Database Building; Lease; Business Development,Sales,,,,,,,Customer Acquisition
6966,ax,,,,,,,,
6913,adminstudio; software_packaging; application_virtualization; microsoft_sccm; winbatch; msi; vmware_workstation; disk_imaging; wmi; batch_file; windows_deployment_services; windows_imaging_component; rdc,software_distribution,,,,jar,,,vmware_thinapp; wise_package_studio; windows_installer; computer_engineering; microsoft_app-v; citrix_xenapp; citrix; virtualization; citrix_provisioning_services; wyse; wisescript; software_installation; efs; windows_registry; ibm_cognos_tm1; war
90498,Financial Analysis; Financial Planning; Forecasting; Management Reporting,variance reporting,,,,,,,budgeting
70757,Market Risk - Regulatory Project Delivery,,,,,,,,
96816,Java; J2Ee; Struts; Spring; CSS; Mechanical Engineering,Javascript,,,,,,,Swing; OOPS; Software Development
107504,Sendmail; Centos; LDAP; lvm; user management; Linux Administration; rhce; squid,fine tuning,,,,,,,unattended installation; hpc; grid computing; Postfix; nis; nfs; debugging; benchmarking; application management; cluster
95358,communication; targeting; new accounts; sales skills; ideas; marketing,monitoring,,,,,,,retail sales; sales executive; presentation
114608,Seeburger; Technical Lead EI B2B; Project Maintenence; Project Testing,,,,,,,,Project Delivery
34841,Incident; Support Services; ZOS; Service Administration; Trend Analysis; problem solving; Unix; Linux,Knowledge Management,,,,,,,HPUX; Problem Management; Application Support; Windows
31511,selling; english; good communication skills; customers; retail sales; lifestyle,inform,,,,,,,good communication skill; customer care executive; retailing
87125,Begali; Kannada; TL Quality; Trainer Begali; CSR,Female Candidates CSR,,,,,,,AM Quality BPO
95145,Sales Executive Activities; sales activities; customers handling; sales developing; BDM,marketing,,,,,,,Sales; Business Development; sales and marketing
81145,php; javascript; mysql; jquery; cms; coding,dreamweaver,,,,,,,apache; application development; php mysql
52173,collection; BARCLAYS CARD; fareportal; barclay shared services; cce; tso; BARCLAYS; Phone Banking,Customer service,,,,,,,associates; cco; cso; upselling; voice process; exl; wipro; teleperformance; american express
56328,FICO,,,,,,,,
90479,Bonus; Salary,,,,,,,,
127046,UDP; IP; Networking; HTTP; Linux; Operating Systems; chef; NFS,RAID,,,,,,,Windows; DNS; Communication Protocols; puppet
126647,IT Operations; IT Support; helpdesk; technical helpdesk; Technical Support; MCSE; TCP,General Networking,,,,,,,IP; service desk; Network Support; CCNA
65535,Region; Sales Engineering,,,,,,,,
122033,ASP.Net; WCF; C#; MVVM; C#.Net; Web Services,MVC Architecture,,,,,,,MS SQL Server; Javascript; JQuery
115513,Information Architecture; Writing Skills; Quality Documentation; Business Travel domain; MS Office,Content Writing,,,,,,,Technical Writing; Software Development
18678,coordinating; tracking; maintaining; relationships; requirements; training,new business,,,,,,,services; operations; business acquisition
84031,tools; enhancement; program; projects; troubleshooting; debugging,project management,,,,,,,good interpersonal skills; soft skills; pe
126645,kaizen; kaizen ec; Electronics; electrical; mechanical engineer; Testing; 5s; six sigma,Electrical Engineering,,,,,,,mechanical; civil; Quality Assurance; engineer
98964,Bridges; HR; Infra Projects; Presentation Skills; Marketing; Construction Equipment,Technical Sales,,,,,,,New Projects; Business Development; Project Management
87326,gmp; shop floor; regulations; functions; documentation; process compliance,quality assurance,,,,,,,quality control; pharmaceutical; procedures
14976,service; investment banking; ba; troubleshooting; server; coding,financial services,,,,,,,project management; java; coaching
91704,events; coordination; tools; conferences; business; relationship building,new business,,,,,,,geography; networking; new business development
85832,iso; tracking; service level; customer service; pmp; agile,outlook,,,,,,,project management; relationship building; visio
69292,Plant Quality; Quality Assurance; QMS; Total Quality Management,Quality Management System,,,,,,,Regulatory Affairs
119897,redis; messaging queues; js; angular js; Full Stack; eclipse; jms; html5,mongoDB,,,,,,,Scala; sql; jpa; java; css3; j2ee
36915,nhibernate; kendo UI; Telerik; ASP.Net,C#,,,,,,,VB.NET
13073,Administrative Assistance; Administration,,,,,,,,
92845,ISU; Functional Consultant; SAP PS; SAP,,,,,,,,
110721,NetApp Storage; Communication Skills; Verbal Communication; 7 mode; Customer Service,netapp admin,,,,,,,cluster mode; Problem Solving
32011,Quality; Customer Experience; Customer Success Associate; Process Improvement,,,,,,,,Client Support
29301,condeco developer; Condeco implementation; databases; DotNet development,,,,,,,,
7555,clinical_study; clinical_studies; study_management; clinical_trial; study_manager; start-up; phase; phases; site_manager; clinical,monitoring_or_monitor,,,,,,,clinical_trials; close_out; start_up; close-out; study; studies; oncology; global; clinical_research; monitoring; monitor; clinical_operations; clinical_trial_operations
76981,Salary Negotiation; Interviewing; screening; permanent hiring; sheduling; Sourcing; Client Servicing; contract staffing,Recruitment and Staffing,,,,,,,permanent recruitment; IT Recruitment; Referencing; head hunting
61489,PHP; Drupal; Magento; Java; VAT; Finance,Taxation,,,,,,,TDS; Service Tax; Vendor Payments
117010,Technical Support; Technical Competencies - Design - Information System Security / Firewalls,,,,,,,,
42208,development; git; prototyping; version control system; javascript; relational databases,html,,,,,,,new projects; python; jquery
124882,Rest; Angular; Java; Spring; Web Services; WSDL; HTML5; Object Oriented Analysis,ExtJS,,,,,,,Hibernate; Design Patterns; SOAP; MS SQL Server; Design pattern
129726,process associate; kpo; inboound; freshers; Customer Support; customer care; client servicing; call center,Customer Service,,,,,,,international voice; CSR; Voice; chat support; bpo; outbound; banking; mortgage
111189,Technical Support; Salesforce administration; troubleshooting; HTML5,,,,,,,,SQL
71420,Marketing Support,,,,,,,,
5859,monarch; osi; open_systems; osisoft; osi_model; vsat; efm; hp_asset_manager; tibco_businessworks; hawk; tibco_businessevents; leed; hvac,opennms,,,,sustainability,,,ose; rtu; modbus; mw; scada; hmi; process_control; data_acquisition; ics; allen-bradley; ems; tibco; tibco_administration; energy_management; energy; facility_management
41197,telecollections; customer service; customer support; voice based process; cse; cre,customer care,,,,,,,technical support; cce; csr; customer relation
38134,Cad Operator Electrical; Draftsman Electrical; Cad Designer Electrical; Electrical CAD,,,,,,,,Electrical Draftsman
73025,MS Dynamics CRM; Design Development; Microsoft Dynamics,,,,,,,,
25523,Languages; C; Programming; Linux; Automation Testing,Product Design,,,,,,,C++; Software Development; Computer Science
42500,Sales Target; Replenishment; Inventory Control; Employee Training; Visual Merchandiser; Operation; Operations,Retail Store Manager,,,,,,,Shrinkage; Customer Service; Administration; Stock Management
97234,healthcare; travel; consulting; managed services; analytics; performance management,career development,,,,,,,outsourcing; coaching; quality control
112530,Selection Process; HR; Interpersonal Skills; Recruitment; Social Media,Soft Skills,,,,,,,Training
93103,SAP -Production Planning; SAP; APO; FICO; PP,MM,,,,,,,COPA; ABAP
26744,Cashier Activities; petty cash; petty cashier; Cash Handling; cash operations,teller,,,,,,,cashier
121458,Chef; Jenkins,,,,,,,,
93745,ETL; Configuration; SearchQuery; CleansePut; Unmerge; Data Management,Merge,,,,,,,SearchMatch; Informatica; Data Quality
90703,English Teacher; Teaching English; MA; Bed; hindi language,English Language,,,,,,,English Literature
86385,Execution; Program Management; Project Management; Monitoring,,,,,,,,Mobility
22979,Business Analysis; Communication Skills; Analytical Skills; Customer Interaction; Secondary Research; Web Technologies,Data Analysis,,,,,,,Written Communication; Excel; Business Improvement
125306,Communication Skills; WALK IN; KOLKATA; FRESHER; MNC; Medical Billing,UNDERGRADUATE,,,,,,,GRADUATE; Night Shift; Technical Support; Client Handling
82564,ps; phonegap; strong; primary skills; website,application development,,,,,,,android; outsourcing; developer
84549,development; oracle; php; xml; jsp; jquery,hibernate,,,,,,,mysql; perl; embedded
57048,Industrial Manager; Lean Manufacturing; Operation Excellence; Program Management,,,,,,,,Industrialization
35611,SystemVerilog; SoC Verification; ASIC Verification; Verilog; Specman; PCIE,UVM,,,,,,,System Verilog; Perl; Python; Ethernet
117199,Orientation; Marketing; Sales,,,,,,,,
24806,CASA; business banking LIABILITIES; commercial banking liabilities; sme liabilities; FOREX; team leader,TEAM,,,,,,,corporate banking liabilities; current account; trade
63443,XML; OPA; oracle policy automation; oracle policy automation testing; Design; Technical Documentation,Oracle,,,,,,,Java; Requirement Gathering; Feasibility Analysis; Software Implementation
18629,ites; mapping; skills; non it; recruitment; headhunting,telecom,,,,,,,communication skill; social networking; pipeline
85353,Project Management; PMP; Program Management; PMO; Budget Preparation,Project Planning,,,,,,,Project Leading; Third Party; Communication Skills
9405,regional; site; sites; monitoring; cra; fda; ctms; edc; ophthalmic,clinical_research,,,,,,,monitor; sop; gcp; medidata; ophthalmology; clinical; sops; good_clinical_practice; cns; dermatology; opht
64104,Due Diligence; Investment; Team Skills; Corporate Finance; Mba Finance; Soft Skills,Financial Modelling,,,,,,,Taxation; Business Modeling; Leadership Hiring
24703,Customer Complaints; Sales Process; Client Retention; Revenue Generation; Accounts Receivable,Business Management,,,,,,,Client Servicing; Key account Management
55777,Quick test professional; QTP; UFT; automation testing; software testing; quick test profesionals,unified functional testing,,,,,,,automation tester; software tester; quick test pro; qtp profesionals
104246,xml; development; configuration; service; jboss; bpel,soa,,,,,,,j2ee; tomcat; mq
12035,Busy; Data Entry Operation; General Accounting; Accounting,,,,,,,,
54164,Hyperion Financial Reporting; Hyperion Essbase; Hyperion Planning; FDQM; Mba Finance; Financial Planning,Business Rules,,,,,,,Oracle Data Integrator; Budgeting; Web Analysis
72981,Communication Skills; Biotechnology; Microbiology; Analytical,,,,,,,,Problem Solving
92017,BW; Consolidation; SAP BPC; Technical Architecture; Process Flow; Data Management,Application Management,,,,,,,Business Process; Architectural Design; Web Technologies
82809,fabrication; piping design engineer; hydrocarbon; masterplans; piping engineer; petrochemical,piping,,,,,,,Construction Engineering; piping layout; oil; refinery
40573,Inventory Management; inventory control; inventory; vat filing; supply chain; supply chain management; Tax; administration,material management,,,,,,,Procurement; vendor management; logistics; VAT; SCM; audit; Vendor Development; purchase
93909,consulting; html css; knowledge; javascript; php mysql; web,ajax,,,,,,,application security; smarty; object oriented programming
119351,back office operations; non voice operations; GURGAON; GRADUATE; day shifts; back office executive; ops; back - end,UK Shifts,,,,,,,kpo; Non Voice; Back Office; bpo
90736,GL; AR; general Leader; AP; Operations Team Handling,account receivables,,,,,,,account payable
96340,HR Business Partner; HR Head; Sales and Marketing HR; sales and marketing human resource; Capability building; Business HR,Talent Manangement,,,,,,,Strategic HR; Leadership Development; Senior Level; Sales HR
55234,IT Systems Engineer; JIRA; Unix; Java; IBM Mainframe; planview,Middleware,,,,,,,Web Services; Oracle; testing; Clarity
74104,SALES COORDINATOR / BACK END EXECUTIVE; Exports; cook; EMC Documentum,,,,,,,,
52296,Grunt; Karma; Angularjs; DOM; JQuery; HTML,Javascript,,,,,,,Gulp; CSS; Ajax; MVC
60960,Information Security; OWASP; Security Training; Security Analysis; Network Security; Web Technologies,Linux,,,,,,,Networking; Risk Assessment; Web Application
76709,Project Management Software; Sales Management; sales and Marketing,,,,,,,,
59122,Docker; Interfaces; Educational Qualification; SQL Server; RDBMS,Web Services,,,,,,,Data Modeling
12724,THOSE WHO ARE VERY SERIOUS ABOUT JOB...,,,,,,,,
100622,WAN; LAN; DHCP; DNS; Network Infrastructure; Architectural Design,VPN,,,,,,,Networking; Data Center; Service Operations
41158,collections; analytics; operation al risk; quantitative; valuation,audit,,,,,,,risk management
91771,SAP ABAP; SAP; ABAP,,,,,,,,
85354,information security; consulting; software development; automation; application development; application security,microsoft,,,,,,,flex; risk management; modeling
28034,team handling; Recruitment; hiring; Executive Search; Team Manager; Sr Consultant; Account Manager,Key Account Management,,,,,,,Client Management; Talent Acquisition; Consultant; Recruiter
61644,Inbound; Non Technical Support; CSR; Technical Support,,,,,,,,Outbound
40439,drives; configuration; upgrade; controls; troubleshooting; programming,commissioning,,,,,,,travel; manufacturing process; scada
21587,Kannada; Telugu; gujarati; bengali,Voice Process,,,,,,,malayalam
38713,IQC; Incoming Quality Control; Line Inspection; Quality Assurance; Quality Audit,Quality Management,,,,,,,Testing; QA; QC
35828,Graphic Designing; website design engineer; Digital Marketing; Web Technologies; website development,Web Development,,,,,,,Digital Design; website design
50329,#Expertise of multi plant handling#,,,,,,,,
98737,Senior Development Engineer; J2EE; Java; AJAX; C,JavaScript,,,,,,,CSS; C++
